JobSatisfaction,Workload_Binned,SleepHours_Binned,Age_Binned,Stress_Binned,Experience_Binned,JobLevel,Gender,MaritalStatus,Dept,EmpType,haveOT_Binned
Neutral,5,6,40-49,2,26-30,Mid,Male,Single,IT,Full-Time,Yes
Neutral,4,7,20-29,1,6-10,Junior,Male,Single,IT,Contract,Yes
Neutral,5,8,30-39,2,11-15,Senior,Other,Single,Marketing,Full-Time,No
Neutral,4,7,30-39,1,11-15,Mid,Female,Married,Operations,Part-Time,No
Neutral,1,6,20-29,5,6-10,Junior,Female,Single,IT,Full-Time,Yes
Neutral,4,6,30-39,2,6-10,Mid,Male,Married,IT,Contract,Yes
Neutral,4,6,40-49,3,11-15,Mid,Female,Married,Operations,Full-Time,No
Neutral,5,6,20-29,1,1-5,Junior,Female,Single,Finance,Full-Time,No
Neutral,3,5,30-39,4,16-20,Mid,Female,Married,Legal,Contract,Yes
Neutral,4,6,30-39,3,11-15,Mid,Female,Married,IT,Full-Time,Yes
Neutral,3,5,30-39,1,11-15,Mid,Female,Married,Sales,Full-Time,Yes
Neutral,4,5,30-39,1,11-15,Mid,Other,Single,Finance,Part-Time,No
Neutral,5,8,20-29,4,6-10,Junior,Female,Single,Customer Service,Full-Time,No
Neutral,5,6,30-39,1,6-10,Senior,Female,Married,IT,Full-Time,Yes
Neutral,4,6,40-49,4,21-25,Mid,Male,Single,Operations,Contract,No
Neutral,4,5,30-39,2,6-10,Senior,Female,Married,Finance,Full-Time,No
Neutral,2,6,20-29,1,1-5,Senior,Male,Single,IT,Part-Time,Yes
Neutral,5,6,20-29,1,1-5,Junior,Male,Single,IT,Full-Time,Yes
Neutral,3,6,20-29,1,6-10,Junior,Female,Single,Legal,Full-Time,No
Neutral,5,6,20-29,1,1-5,Junior,Male,Single,Finance,Full-Time,No
Neutral,4,7,20-29,3,1-5,Intern/Fresher,Other,Single,Finance,Full-Time,No
Neutral,4,8,30-39,1,11-15,Mid,Other,Single,Finance,Full-Time,Yes
Neutral,1,5,20-29,1,1-5,Junior,Male,Married,Finance,Full-Time,No
Neutral,3,6,30-39,2,11-15,Senior,Male,Married,Finance,Full-Time,No
Neutral,3,5,20-29,3,6-10,Junior,Male,Single,IT,Full-Time,Yes
Neutral,5,6,20-29,1,6-10,Junior,Female,Single,HR,Part-Time,No
Neutral,5,5,40-49,2,26-30,Senior,Female,Married,Finance,Part-Time,Yes
Neutral,5,7,20-29,2,6-10,Junior,Other,Single,Finance,Full-Time,No
Neutral,2,5,20-29,2,6-10,Junior,Female,Single,Marketing,Full-Time,No
Neutral,4,7,20-29,1,1-5,Intern/Fresher,Female,Single,Customer Service,Full-Time,No
Neutral,4,6,30-39,1,1-5,Senior,Male,Married,IT,Part-Time,No
Neutral,1,6,20-29,5,6-10,Mid,Male,Married,Legal,Full-Time,No
Neutral,4,6,30-39,5,1-5,Mid,Female,Married,Finance,Full-Time,No
Neutral,4,6,30-39,5,6-10,Mid,Male,Single,IT,Full-Time,No
Neutral,2,8,20-29,2,1-5,Junior,Female,Married,IT,Full-Time,Yes
Neutral,4,7,30-39,1,1-5,Senior,Male,Married,Legal,Full-Time,No
Neutral,4,6,30-39,3,6-10,Senior,Male,Married,IT,Full-Time,Yes
Neutral,4,8,20-29,3,1-5,Junior,Male,Single,Operations,Full-Time,No
Neutral,1,6,20-29,4,1-5,Junior,Other,Single,Operations,Full-Time,No
Neutral,2,6,30-39,5,1-5,Mid,Male,Single,Finance,Full-Time,No
Neutral,4,4,40-49,2,26-30,Mid,Male,Married,Legal,Full-Time,No
Neutral,4,5,30-39,2,11-15,Senior,Female,Single,Customer Service,Full-Time,Yes
Neutral,4,6,20-29,3,1-5,Junior,Male,Single,Sales,Full-Time,No
Neutral,4,6,30-39,1,11-15,Mid,Male,Married,IT,Part-Time,Yes
Neutral,4,7,40-49,1,16-20,Senior,Female,Married,HR,Full-Time,No
Neutral,5,6,30-39,5,11-15,Mid,Female,Married,Marketing,Full-Time,No
Neutral,3,8,20-29,4,6-10,Junior,Female,Single,Sales,Part-Time,No
Dissatisfied,5,6,30-39,3,11-15,Mid,Male,Single,Finance,Contract,No
Dissatisfied,3,6,30-39,3,16-20,Mid,Female,Married,Legal,Full-Time,No
Dissatisfied,3,7,20-29,3,6-10,Junior,Female,Single,Finance,Contract,Yes
Dissatisfied,3,6,50-59,1,6-10,Senior,Male,Married,IT,Part-Time,Yes
Dissatisfied,4,6,30-39,2,16-20,Mid,Other,Single,Customer Service,Part-Time,No
Dissatisfied,4,5,20-29,2,1-5,Junior,Male,Single,Marketing,Full-Time,No
Dissatisfied,5,8,30-39,2,6-10,Mid,Male,Single,Finance,Full-Time,Yes
Dissatisfied,4,7,60-69,1,6-10,Senior,Male,Married,Operations,Contract,Yes
Dissatisfied,3,5,30-39,2,11-15,Senior,Male,Married,IT,Contract,Yes
Dissatisfied,2,4,30-39,3,11-15,Senior,Female,Single,Finance,Contract,No
Dissatisfied,5,7,20-29,3,6-10,Junior,Female,Married,Finance,Full-Time,No
Dissatisfied,5,6,20-29,2,1-5,Junior,Male,Single,Finance,Part-Time,Yes
Dissatisfied,4,5,20-29,1,1-5,Intern/Fresher,Male,Single,Operations,Part-Time,Yes
Dissatisfied,5,7,30-39,4,11-15,Senior,Female,Divorced,Marketing,Full-Time,No
Dissatisfied,5,6,20-29,2,1-5,Junior,Female,Single,Sales,Full-Time,Yes
Dissatisfied,4,6,20-29,3,6-10,Junior,Male,Single,IT,Part-Time,Yes
Dissatisfied,4,7,20-29,2,1-5,Intern/Fresher,Male,Single,Sales,Full-Time,No
Dissatisfied,1,6,20-29,1,1-5,Junior,Male,Single,Operations,Part-Time,No
Dissatisfied,1,7,20-29,1,1-5,Junior,Female,Single,HR,Full-Time,No
Dissatisfied,2,6,20-29,2,1-5,Mid,Female,Single,Operations,Part-Time,No
Dissatisfied,1,6,30-39,3,11-15,Mid,Male,Married,IT,Contract,No
Dissatisfied,4,6,20-29,2,6-10,Junior,Female,Single,Sales,Full-Time,No
Dissatisfied,1,9,20-29,2,6-10,Junior,Other,Single,Customer Service,Full-Time,Yes
Dissatisfied,4,6,30-39,1,1-5,Senior,Female,Married,Operations,Full-Time,No
Dissatisfied,4,6,20-29,1,6-10,Junior,Female,Single,Legal,Full-Time,No
Dissatisfied,3,6,20-29,1,1-5,Junior,Male,Single,IT,Full-Time,Yes
Dissatisfied,1,8,30-39,2,11-15,Mid,Other,Single,Customer Service,Part-Time,No
Dissatisfied,3,7,30-39,2,1-5,Mid,Female,Married,Finance,Part-Time,No
Dissatisfied,1,6,20-29,1,1-5,Intern/Fresher,Male,Single,Customer Service,Full-Time,No
Dissatisfied,2,6,20-29,2,1-5,Mid,Male,Single,Operations,Full-Time,No
Dissatisfied,5,6,50-59,2,6-10,Senior,Male,Married,Operations,Full-Time,Yes
Dissatisfied,1,6,20-29,2,6-10,Junior,Male,Single,Legal,Full-Time,No
Dissatisfied,1,7,20-29,1,6-10,Junior,Female,Single,Finance,Full-Time,No
Dissatisfied,4,8,20-29,1,6-10,Junior,Female,Single,Sales,Full-Time,No
Dissatisfied,1,6,20-29,1,1-5,Junior,Male,Single,Sales,Part-Time,No
Dissatisfied,2,6,20-29,1,1-5,Junior,Female,Single,Operations,Contract,No
Dissatisfied,1,6,20-29,3,1-5,Intern/Fresher,Male,Single,IT,Full-Time,Yes
Dissatisfied,2,6,30-39,4,6-10,Mid,Male,Married,Operations,Full-Time,No
Dissatisfied,3,6,20-29,1,1-5,Intern/Fresher,Male,Single,Finance,Full-Time,No
Dissatisfied,1,7,20-29,1,1-5,Junior,Female,Single,IT,Full-Time,Yes
Dissatisfied,4,8,30-39,1,6-10,Senior,Female,Married,Marketing,Full-Time,Yes
Dissatisfied,3,6,30-39,1,16-20,Mid,Female,Married,Marketing,Full-Time,No
Dissatisfied,1,6,30-39,3,11-15,Mid,Female,Married,Marketing,Part-Time,No
Dissatisfied,1,6,30-39,1,11-15,Mid,Male,Married,IT,Full-Time,No
Dissatisfied,1,5,20-29,1,6-10,Senior,Female,Single,Operations,Contract,No
Dissatisfied,3,6,20-29,2,1-5,Mid,Female,Single,Finance,Contract,No
Dissatisfied,4,7,40-49,1,6-10,Mid,Female,Single,HR,Contract,No
Dissatisfied,1,7,40-49,1,21-25,Mid,Female,Married,Sales,Contract,Yes
Dissatisfied,3,6,40-49,1,11-15,Mid,Female,Married,Finance,Full-Time,No
Dissatisfied,2,5,30-39,1,6-10,Mid,Female,Married,Operations,Part-Time,No
Dissatisfied,1,7,30-39,1,11-15,Mid,Male,Married,Finance,Full-Time,No
Dissatisfied,2,6,40-49,1,16-20,Mid,Female,Married,Customer Service,Full-Time,No
Dissatisfied,1,6,40-49,1,16-20,Mid,Female,Married,Marketing,Full-Time,No
Dissatisfied,1,5,40-49,3,16-20,Mid,Female,Married,Marketing,Part-Time,No
Dissatisfied,5,7,30-39,1,11-15,Mid,Male,Married,Legal,Full-Time,No
Dissatisfied,2,7,20-29,3,1-5,Junior,Other,Single,Operations,Full-Time,No
Dissatisfied,3,8,20-29,2,1-5,Intern/Fresher,Male,Single,Legal,Full-Time,Yes
Dissatisfied,3,5,50-59,1,1-5,Senior,Male,Married,Finance,Full-Time,No
Dissatisfied,3,6,20-29,1,1-5,Junior,Other,Single,Customer Service,Part-Time,No
Dissatisfied,5,6,20-29,2,1-5,Senior,Male,Single,IT,Full-Time,No
Dissatisfied,3,6,20-29,1,1-5,Intern/Fresher,Male,Single,Sales,Part-Time,No
Dissatisfied,1,6,30-39,4,6-10,Mid,Female,Married,Operations,Full-Time,Yes
Dissatisfied,4,7,40-49,1,16-20,Mid,Male,Married,IT,Full-Time,No
Dissatisfied,3,7,20-29,1,6-10,Junior,Male,Married,IT,Full-Time,Yes
Dissatisfied,5,8,30-39,1,11-15,Mid,Male,Married,Sales,Full-Time,No
Dissatisfied,5,7,20-29,1,6-10,Junior,Male,Single,Finance,Full-Time,No
Dissatisfied,3,5,20-29,1,1-5,Junior,Other,Single,Finance,Full-Time,No
Dissatisfied,5,6,40-49,1,6-10,Mid,Male,Married,Legal,Full-Time,No
Dissatisfied,5,5,40-49,2,11-15,Mid,Female,Married,Operations,Full-Time,No
Dissatisfied,4,6,20-29,1,1-5,Junior,Female,Single,Operations,Full-Time,No
Dissatisfied,4,7,30-39,1,6-10,Mid,Male,Single,Legal,Full-Time,Yes
Dissatisfied,5,7,20-29,1,6-10,Junior,Female,Married,Operations,Full-Time,No
Dissatisfied,1,7,20-29,1,1-5,Intern/Fresher,Male,Single,Operations,Full-Time,No
Dissatisfied,1,5,30-39,4,11-15,Mid,Male,Married,HR,Contract,Yes
Dissatisfied,3,6,30-39,1,6-10,Mid,Male,Married,Customer Service,Contract,No
Dissatisfied,1,7,20-29,3,1-5,Intern/Fresher,Male,Single,IT,Full-Time,No
Dissatisfied,2,8,20-29,1,1-5,Junior,Male,Single,IT,Contract,Yes
Dissatisfied,2,8,20-29,1,1-5,Mid,Male,Single,Marketing,Full-Time,No
Dissatisfied,3,6,50-59,2,16-20,Senior,Male,Married,Operations,Full-Time,No
Dissatisfied,2,7,30-39,1,11-15,Senior,Female,Married,IT,Full-Time,Yes
Dissatisfied,1,6,20-29,3,1-5,Junior,Female,Single,Customer Service,Full-Time,No
Dissatisfied,2,8,20-29,2,6-10,Junior,Female,Married,Marketing,Full-Time,No
Dissatisfied,3,7,40-49,1,21-25,Mid,Male,Married,IT,Full-Time,Yes
Dissatisfied,3,6,20-29,1,1-5,Junior,Other,Single,Sales,Full-Time,No
Dissatisfied,4,5,30-39,1,6-10,Senior,Female,Married,Operations,Full-Time,Yes
Dissatisfied,1,7,20-29,1,1-5,Junior,Male,Single,Finance,Full-Time,Yes
Dissatisfied,2,6,20-29,1,6-10,Mid,Female,Single,Marketing,Contract,Yes
Dissatisfied,5,5,40-49,1,1-5,Mid,Male,Single,Marketing,Full-Time,No
Dissatisfied,3,6,20-29,2,1-5,Intern/Fresher,Male,Single,IT,Full-Time,No
Dissatisfied,2,7,40-49,1,21-25,Mid,Female,Married,Operations,Part-Time,No
Dissatisfied,3,8,30-39,3,6-10,Senior,Female,Married,Operations,Full-Time,No
Dissatisfied,1,7,20-29,1,6-10,Junior,Male,Single,IT,Part-Time,Yes
Dissatisfied,2,8,30-39,2,11-15,Mid,Female,Married,Sales,Full-Time,No
Dissatisfied,5,6,30-39,1,11-15,Mid,Female,Married,Sales,Full-Time,No
Dissatisfied,5,8,20-29,1,6-10,Junior,Female,Single,Operations,Full-Time,No
Dissatisfied,4,6,20-29,1,6-10,Junior,Female,Single,IT,Full-Time,Yes
Dissatisfied,3,5,30-39,1,11-15,Senior,Female,Married,IT,Part-Time,Yes
Dissatisfied,1,6,40-49,2,6-10,Mid,Female,Married,IT,Part-Time,No
Dissatisfied,2,8,30-39,1,6-10,Senior,Male,Married,Finance,Full-Time,No
Dissatisfied,1,6,50-59,1,26-30,Senior,Male,Married,Finance,Part-Time,No
Dissatisfied,5,6,30-39,1,6-10,Senior,Female,Single,Finance,Contract,No
Dissatisfied,4,7,20-29,1,1-5,Junior,Female,Single,Operations,Full-Time,No
Dissatisfied,4,7,30-39,1,11-15,Senior,Male,Married,Marketing,Full-Time,No
Dissatisfied,1,6,30-39,1,16-20,Senior,Male,Married,Finance,Full-Time,No
Dissatisfied,2,7,20-29,3,1-5,Junior,Male,Single,IT,Part-Time,Yes
Dissatisfied,2,6,50-59,2,16-20,Senior,Female,Married,IT,Contract,Yes
Dissatisfied,2,7,20-29,3,1-5,Intern/Fresher,Male,Single,Finance,Full-Time,No
Dissatisfied,5,7,20-29,1,1-5,Intern/Fresher,Female,Single,Customer Service,Full-Time,No
Dissatisfied,5,6,20-29,1,1-5,Mid,Male,Single,IT,Full-Time,No
Dissatisfied,2,6,20-29,2,6-10,Junior,Female,Single,Finance,Full-Time,No
Dissatisfied,2,8,20-29,1,6-10,Junior,Other,Single,Finance,Contract,No
Dissatisfied,3,8,20-29,1,1-5,Intern/Fresher,Male,Single,Legal,Part-Time,No
Dissatisfied,2,5,20-29,3,6-10,Senior,Female,Single,Finance,Contract,No
Dissatisfied,5,7,20-29,1,1-5,Mid,Male,Single,IT,Full-Time,No
Dissatisfied,1,6,20-29,1,1-5,Junior,Male,Single,Operations,Full-Time,No
Dissatisfied,3,7,50-59,1,1-5,Senior,Female,Married,Operations,Part-Time,No
Dissatisfied,2,7,30-39,4,11-15,Senior,Male,Single,IT,Full-Time,Yes
Dissatisfied,4,6,30-39,3,1-5,Senior,Male,Married,IT,Full-Time,Yes
Dissatisfied,1,6,40-49,1,21-25,Mid,Female,Married,Customer Service,Full-Time,No
Dissatisfied,1,7,20-29,4,6-10,Mid,Female,Single,Sales,Part-Time,No
Dissatisfied,5,7,30-39,3,11-15,Senior,Male,Single,Customer Service,Contract,No
Dissatisfied,5,7,50-59,1,11-15,Senior,Male,Married,Legal,Full-Time,No
Dissatisfied,1,7,30-39,1,1-5,Mid,Male,Single,Marketing,Full-Time,No
Dissatisfied,5,9,20-29,2,1-5,Junior,Male,Single,IT,Contract,Yes
Dissatisfied,5,7,40-49,1,21-25,Mid,Other,Single,IT,Full-Time,Yes
Dissatisfied,1,6,40-49,1,11-15,Mid,Male,Married,IT,Part-Time,Yes
Very dissatisfied,3,6,20-29,1,1-5,Mid,Male,Single,Marketing,Full-Time,No
Very dissatisfied,2,5,20-29,3,1-5,Junior,Other,Single,Marketing,Full-Time,No
Very dissatisfied,2,6,30-39,3,6-10,Mid,Other,Single,Finance,Full-Time,No
Very dissatisfied,4,7,20-29,1,1-5,Junior,Male,Married,IT,Full-Time,Yes
Very dissatisfied,2,4,30-39,3,11-15,Senior,Male,Married,Finance,Contract,No
Very dissatisfied,4,7,20-29,1,1-5,Mid,Male,Single,IT,Part-Time,Yes
Very dissatisfied,3,6,20-29,5,1-5,Junior,Male,Single,Customer Service,Part-Time,Yes
Very dissatisfied,3,5,20-29,1,1-5,Junior,Female,Single,Operations,Full-Time,Yes
Very dissatisfied,1,7,20-29,2,1-5,Junior,Male,Single,Finance,Full-Time,Yes
Very dissatisfied,4,7,30-39,1,16-20,Mid,Male,Married,Customer Service,Part-Time,Yes
Very dissatisfied,1,6,50-59,3,11-15,Senior,Other,Single,IT,Full-Time,Yes
Very dissatisfied,5,5,40-49,1,11-15,Mid,Female,Married,Customer Service,Full-Time,No
Very dissatisfied,5,7,20-29,2,1-5,Junior,Male,Single,IT,Full-Time,Yes
Very dissatisfied,5,6,30-39,1,11-15,Mid,Female,Married,Finance,Full-Time,Yes
Very dissatisfied,5,7,50-59,1,16-20,Senior,Male,Married,IT,Full-Time,Yes
Very dissatisfied,3,7,40-49,4,16-20,Mid,Female,Married,Marketing,Full-Time,No
Very dissatisfied,2,7,20-29,1,1-5,Junior,Male,Single,IT,Part-Time,Yes
Very dissatisfied,4,6,40-49,4,16-20,Senior,Female,Married,HR,Full-Time,No
Very dissatisfied,2,7,50-59,3,21-25,Senior,Female,Married,Finance,Part-Time,No
Very dissatisfied,4,7,30-39,1,1-5,Senior,Male,Married,Operations,Full-Time,Yes
Very dissatisfied,4,5,40-49,1,21-25,Senior,Male,Married,Customer Service,Contract,No
Very dissatisfied,3,7,20-29,2,1-5,Intern/Fresher,Male,Single,IT,Full-Time,Yes
Very dissatisfied,4,7,30-39,2,6-10,Mid,Male,Divorced,Finance,Part-Time,No
Very dissatisfied,4,7,20-29,1,1-5,Junior,Female,Single,Marketing,Part-Time,No
Very dissatisfied,2,7,20-29,4,1-5,Junior,Male,Married,IT,Full-Time,Yes
Very dissatisfied,5,7,40-49,2,21-25,Senior,Male,Married,Sales,Full-Time,No
Very dissatisfied,4,6,20-29,5,1-5,Junior,Other,Single,HR,Full-Time,No
Very dissatisfied,5,7,40-49,1,21-25,Mid,Female,Married,Finance,Full-Time,Yes
Very dissatisfied,5,6,20-29,1,6-10,Mid,Male,Single,IT,Full-Time,Yes
Very dissatisfied,4,7,20-29,3,1-5,Junior,Male,Single,IT,Contract,No
Very dissatisfied,4,5,20-29,3,6-10,Junior,Male,Single,IT,Full-Time,Yes
Very dissatisfied,5,7,30-39,1,11-15,Mid,Female,Married,Operations,Contract,No
Very dissatisfied,3,5,40-49,1,1-5,Mid,Female,Single,HR,Full-Time,No
Very dissatisfied,4,5,20-29,4,6-10,Junior,Male,Single,Sales,Full-Time,No
Very dissatisfied,5,5,30-39,2,11-15,Senior,Female,Married,Operations,Part-Time,No
Very dissatisfied,5,4,20-29,2,1-5,Junior,Male,Single,IT,Full-Time,Yes
Very dissatisfied,5,6,30-39,1,6-10,Senior,Male,Married,Finance,Full-Time,Yes
Very dissatisfied,4,6,20-29,1,6-10,Junior,Female,Single,Marketing,Full-Time,No
Very dissatisfied,5,7,30-39,3,11-15,Mid,Female,Married,Legal,Full-Time,No
Very dissatisfied,4,7,20-29,1,6-10,Junior,Male,Single,Operations,Full-Time,No
Very dissatisfied,4,7,20-29,3,6-10,Junior,Male,Single,IT,Full-Time,Yes
Very dissatisfied,4,6,20-29,3,6-10,Junior,Female,Single,Legal,Part-Time,No
Very dissatisfied,1,7,20-29,3,1-5,Junior,Male,Single,IT,Full-Time,No
Very dissatisfied,3,9,30-39,4,11-15,Senior,Male,Married,IT,Part-Time,Yes
Very dissatisfied,1,5,30-39,2,16-20,Senior,Male,Married,IT,Part-Time,Yes
Very dissatisfied,5,6,20-29,1,6-10,Junior,Female,Single,Marketing,Full-Time,No
Very dissatisfied,5,6,20-29,3,1-5,Junior,Female,Single,Finance,Full-Time,No
Very dissatisfied,3,7,20-29,2,1-5,Junior,Male,Single,Customer Service,Full-Time,No
Very dissatisfied,4,4,20-29,2,1-5,Intern/Fresher,Other,Single,IT,Full-Time,No
Very dissatisfied,3,5,20-29,3,6-10,Junior,Female,Single,Operations,Contract,Yes
Very dissatisfied,5,5,30-39,1,1-5,Mid,Other,Single,Legal,Full-Time,No
Very dissatisfied,3,7,30-39,5,6-10,Senior,Female,Married,Operations,Full-Time,No
Very dissatisfied,2,4,30-39,1,16-20,Mid,Female,Married,IT,Full-Time,Yes
Very dissatisfied,3,6,40-49,3,21-25,Mid,Male,Single,Legal,Part-Time,No
Very dissatisfied,4,5,20-29,1,1-5,Junior,Male,Single,IT,Full-Time,Yes
Very dissatisfied,5,6,30-39,1,11-15,Mid,Male,Married,IT,Part-Time,Yes
Very dissatisfied,3,6,20-29,1,1-5,Junior,Male,Single,IT,Full-Time,Yes
Very dissatisfied,3,6,20-29,1,6-10,Junior,Female,Single,IT,Full-Time,No
Very dissatisfied,4,7,20-29,2,6-10,Junior,Male,Single,IT,Full-Time,Yes
Very dissatisfied,3,5,30-39,4,11-15,Senior,Female,Married,Customer Service,Part-Time,No
Very dissatisfied,5,6,20-29,1,1-5,Junior,Male,Single,IT,Part-Time,Yes
Very dissatisfied,3,5,20-29,3,1-5,Intern/Fresher,Male,Single,Operations,Full-Time,No
Very dissatisfied,1,7,30-39,4,1-5,Mid,Male,Married,IT,Full-Time,Yes
Very dissatisfied,5,6,20-29,1,1-5,Junior,Male,Single,Customer Service,Part-Time,No
Very dissatisfied,2,7,20-29,4,1-5,Intern/Fresher,Other,Single,IT,Full-Time,Yes
Very dissatisfied,3,7,40-49,4,16-20,Mid,Other,Single,Finance,Full-Time,No
Very dissatisfied,3,6,30-39,1,11-15,Senior,Female,Married,IT,Full-Time,Yes
Very dissatisfied,5,7,20-29,1,1-5,Junior,Male,Single,Finance,Full-Time,No
Very dissatisfied,5,5,20-29,1,6-10,Junior,Female,Single,Legal,Full-Time,No
Very dissatisfied,5,6,20-29,5,1-5,Mid,Male,Single,IT,Part-Time,No
Very dissatisfied,4,6,20-29,4,6-10,Junior,Male,Single,IT,Full-Time,Yes
Very dissatisfied,5,6,30-39,5,11-15,Mid,Male,Married,Finance,Full-Time,Yes
Very dissatisfied,5,7,30-39,1,6-10,Mid,Male,Married,IT,Full-Time,No
Very dissatisfied,3,7,40-49,3,16-20,Senior,Male,Married,Marketing,Full-Time,No
Very dissatisfied,3,6,20-29,1,1-5,Mid,Female,Single,IT,Full-Time,Yes
Very dissatisfied,5,5,20-29,1,6-10,Mid,Female,Single,Customer Service,Full-Time,No
Very dissatisfied,5,5,30-39,2,11-15,Senior,Male,Married,IT,Full-Time,Yes
Very dissatisfied,4,6,20-29,1,1-5,Junior,Male,Married,Finance,Full-Time,Yes
Very dissatisfied,2,6,30-39,1,16-20,Mid,Female,Single,Finance,Full-Time,No
Very dissatisfied,1,5,30-39,5,6-10,Senior,Male,Married,IT,Full-Time,Yes
Very dissatisfied,5,5,40-49,1,6-10,Mid,Male,Married,IT,Part-Time,Yes
Very dissatisfied,5,6,20-29,2,6-10,Junior,Male,Single,IT,Full-Time,Yes
Very dissatisfied,3,6,40-49,1,16-20,Mid,Female,Married,Sales,Contract,No
Very dissatisfied,5,6,20-29,1,1-5,Junior,Female,Single,IT,Full-Time,Yes
Very dissatisfied,5,7,20-29,1,1-5,Junior,Female,Single,HR,Full-Time,No
Very dissatisfied,3,5,30-39,2,6-10,Mid,Male,Married,Legal,Full-Time,No
Very dissatisfied,5,7,20-29,1,6-10,Mid,Female,Single,Finance,Part-Time,Yes
Very dissatisfied,5,6,30-39,1,11-15,Mid,Female,Married,Finance,Full-Time,No
Very dissatisfied,4,8,20-29,1,1-5,Junior,Female,Single,Finance,Full-Time,No
Very dissatisfied,5,6,30-39,1,1-5,Mid,Female,Married,Legal,Full-Time,No
Very dissatisfied,4,6,30-39,3,6-10,Mid,Male,Single,IT,Full-Time,Yes
Very dissatisfied,3,6,30-39,4,11-15,Senior,Male,Married,IT,Part-Time,No
Very dissatisfied,4,8,20-29,2,6-10,Junior,Male,Single,IT,Full-Time,Yes
Very dissatisfied,4,7,20-29,3,1-5,Intern/Fresher,Female,Single,Customer Service,Full-Time,No
Very dissatisfied,5,7,40-49,4,16-20,Senior,Female,Married,HR,Part-Time,No
Very dissatisfied,5,6,30-39,1,11-15,Senior,Male,Married,IT,Full-Time,Yes
Very dissatisfied,5,6,30-39,4,16-20,Mid,Female,Married,IT,Full-Time,Yes
Very dissatisfied,5,7,40-49,3,21-25,Mid,Male,Married,Finance,Full-Time,Yes
Very dissatisfied,5,5,40-49,3,11-15,Mid,Male,Married,Operations,Full-Time,No
Very dissatisfied,1,6,30-39,4,11-15,Mid,Other,Single,Operations,Contract,No
Very dissatisfied,2,7,30-39,1,16-20,Mid,Male,Single,IT,Full-Time,Yes
Very dissatisfied,1,6,30-39,4,11-15,Mid,Female,Single,Finance,Full-Time,No
Very dissatisfied,4,6,30-39,3,11-15,Mid,Female,Married,Sales,Part-Time,Yes
Very dissatisfied,5,7,20-29,3,1-5,Intern/Fresher,Male,Single,IT,Part-Time,Yes
Very dissatisfied,2,7,30-39,4,11-15,Mid,Male,Married,Finance,Part-Time,Yes
Very dissatisfied,3,5,30-39,5,16-20,Mid,Male,Single,IT,Full-Time,Yes
Very dissatisfied,5,5,20-29,2,1-5,Junior,Female,Single,Sales,Full-Time,No
Very dissatisfied,5,6,50-59,2,11-15,Senior,Male,Married,Marketing,Full-Time,No
Very dissatisfied,4,7,30-39,3,11-15,Senior,Male,Married,IT,Full-Time,No
Very dissatisfied,4,6,20-29,3,1-5,Junior,Male,Single,IT,Full-Time,Yes
Very dissatisfied,5,5,20-29,5,6-10,Junior,Female,Single,Sales,Full-Time,No
Very dissatisfied,4,5,20-29,2,1-5,Junior,Male,Single,IT,Full-Time,Yes
Very dissatisfied,5,5,20-29,3,1-5,Senior,Other,Single,Operations,Part-Time,No
Very dissatisfied,5,6,30-39,1,6-10,Senior,Male,Married,IT,Part-Time,Yes
Very dissatisfied,5,6,20-29,4,1-5,Junior,Male,Single,Finance,Part-Time,No
Very dissatisfied,4,8,20-29,1,1-5,Mid,Female,Married,Sales,Full-Time,No
Very dissatisfied,4,7,20-29,3,1-5,Intern/Fresher,Female,Single,Customer Service,Part-Time,No
Very dissatisfied,4,6,30-39,3,16-20,Mid,Female,Married,Finance,Contract,Yes
Very dissatisfied,5,6,50-59,2,21-25,Senior,Male,Divorced,IT,Full-Time,Yes
Very dissatisfied,5,8,30-39,2,11-15,Senior,Male,Married,Customer Service,Part-Time,No
Very dissatisfied,4,5,20-29,2,1-5,Intern/Fresher,Female,Single,Finance,Full-Time,No
Very dissatisfied,5,7,40-49,5,11-15,Senior,Female,Married,Marketing,Full-Time,No
Very dissatisfied,4,5,40-49,1,11-15,Mid,Male,Married,Finance,Full-Time,No
Very dissatisfied,4,7,20-29,1,1-5,Mid,Male,Single,Marketing,Full-Time,Yes
Very dissatisfied,5,7,20-29,4,6-10,Junior,Male,Single,Operations,Part-Time,No
Very dissatisfied,4,6,30-39,2,11-15,Mid,Female,Married,Finance,Part-Time,No
Very dissatisfied,4,6,20-29,1,6-10,Junior,Female,Single,Finance,Contract,No
Very dissatisfied,5,6,20-29,1,1-5,Mid,Female,Single,Marketing,Full-Time,No
Very dissatisfied,4,5,20-29,3,1-5,Intern/Fresher,Male,Single,Operations,Contract,No
Very dissatisfied,5,7,20-29,4,1-5,Junior,Male,Single,Finance,Full-Time,No
Very dissatisfied,5,5,20-29,1,1-5,Junior,Male,Single,Finance,Full-Time,No
Very dissatisfied,5,6,20-29,2,6-10,Junior,Male,Single,IT,Full-Time,Yes
Very dissatisfied,1,6,20-29,3,1-5,Mid,Female,Single,IT,Full-Time,Yes
Very dissatisfied,4,7,30-39,4,6-10,Senior,Male,Married,Marketing,Part-Time,No
Very dissatisfied,4,6,30-39,1,11-15,Senior,Male,Married,Marketing,Full-Time,No
Very dissatisfied,1,6,30-39,3,6-10,Mid,Male,Married,Operations,Full-Time,Yes
Very dissatisfied,5,6,20-29,1,1-5,Junior,Male,Single,IT,Full-Time,Yes
